time,target,measured,raw,action,error,controller,PID.Kp,PID.Ki,PID.Kd,TBH.gain,TBH.approx,allow-readify
2580.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.7585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.7585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.9587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.9587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2580.9587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.5586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.7588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.7588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.7588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.9587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2581.9587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.1587,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.3586,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.5588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.5588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.5588,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.7585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.7585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.9585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.9585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2582.9585,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.1584,0.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.1584,500.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.1584,500.0,-0.0,0.0,14.766631,-0.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.3586,500.0,-0.0,0.0,16.769825,-500.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.4385,500.0,-0.0,0.0,18.369823,-500.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.4385,500.0,-0.0,0.0,18.369823,-500.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.5188,500.0,-0.0,0.0,19.969822,-500.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.5986,500.0,-0.0,0.0,21.569822,-500.0,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.6787,500.0,3.374925,0.0,23.160828,-496.62506,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.6787,500.0,3.374925,0.0,23.160828,-496.62506,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
2583.7585,500.0,13.585114,83.325005,24.734303,-486.4149,TBH,-0.1,-0.2,0.0,-0.04,0.0,1.0
