time,target,measured,raw,action,error,controller,PID.Kp,PID.Ki,PID.Kd,TBH.gain,TBH.approx,allow-readify
2135.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.3987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.3987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.7986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.7986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.9985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.9985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2135.9985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.1987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.1987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.3987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.3987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.3987,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.5986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.7986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.7986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.7986,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.9985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2136.9985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
2137.1985,0.0,-0.0,0.0,9.519621,-0.0,TBH,-0.1,-0.2,0.0,-0.07,0.0,1.0
