time,target,measured,raw,action,error,controller,PID.Kp,PID.Ki,PID.Kd,TBH.gain,TBH.approx,allow-readify
979.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
979.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
980.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.1586,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.35864,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.55865,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.75867,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
981.9587,0.0,0.0,0.0,0.0,0.0,TBH,-0.1,-0.2,0.0,-0.1,0.0,1.0
