time,target,measured,raw,action,error,controller,PID.Kp,PID.Ki,PID.Kd,TBH.gain,TBH.approx,allow-readify
1574.9987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.3987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.3987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.3987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.5988,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.5988,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.5988,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.5988,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.7987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.7987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.9985,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.9985,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1575.9985,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.3986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.3986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.3986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.5986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.5986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.7986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.7986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.7986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.7986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.7986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.9987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.9987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1576.9987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.1986,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.3987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.3987,0.0,-0.0,0.0,1.700746,-0.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.5986,500.0,-0.0,0.0,9.184824,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.6786,500.0,-0.0,0.0,15.184973,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.7585,500.0,-0.0,0.0,21.184824,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.8386,500.0,-0.0,0.0,27.184824,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.9186,500.0,-0.0,0.0,33.184822,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.9186,500.0,-0.0,0.0,33.184822,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1577.9985,500.0,-0.0,0.0,39.184822,-500.0,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.0786,500.0,22.620676,83.325005,45.045578,-477.37933,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.0786,500.0,22.620676,83.325005,45.045578,-477.37933,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.1586,500.0,65.032715,166.65001,50.440704,-434.9673,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.2386,500.0,114.313705,208.31252,55.27129,-385.68628,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.3186,500.0,172.64214,291.6375,59.471157,-327.35785,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.3186,500.0,172.64214,291.6375,59.471157,-327.35785,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.3986,500.0,231.65346,333.35004,62.939465,-268.34656,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.4786,500.0,303.195,458.2875,65.62109,-196.805,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.4786,500.0,303.195,458.2875,65.62109,-196.805,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.5586,500.0,375.04156,541.61255,67.43595,-124.958435,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.6385,500.0,447.80203,624.93756,68.40048,-52.197968,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.7186,500.0,520.0309,666.60004,38.80019,20.030884,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.7186,500.0,520.0309,666.60004,38.80019,20.030884,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.7986,500.0,576.86957,666.60004,38.084835,76.86957,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.8785,500.0,629.95715,749.925,36.7682,129.95715,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.8785,500.0,629.95715,749.925,36.7682,129.95715,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1578.9586,500.0,664.82544,749.925,34.959644,164.82544,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.0386,500.0,686.99194,749.925,32.80814,186.99194,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.1187,500.0,704.4917,708.2625,30.405634,204.4917,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.1986,500.0,708.3942,666.60004,27.886,208.39423,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.1986,500.0,708.3942,666.60004,27.886,208.39423,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.2786,500.0,716.62555,749.925,25.35824,216.62555,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.3586,500.0,724.76776,791.5875,22.70308,224.76776,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
1579.4386,500.0,707.5658,708.2625,20.113634,207.5658,TBH,-0.1,-0.2,0.0,-0.15,0.0,1.0
